symptom_id,symptom_name,medical_term,category,body_system,severity_weight,urgency_level,common_aliases,description
SYM_00608,Recurrent Emesis (Colon),Recurrent Emesis of Colon,Gastrointestinal & Digestive,Gastrointestinal,9,Critical,"recurrent emesis (colon); emesis; recurrent emesis",Clinical symptom presentation manifesting as recurrent emesis localized in the colon.
SYM_00609,Recurrent Diarrhea (Colon),Recurrent Diarrhea of Colon,Gastrointestinal & Digestive,Gastrointestinal,7,High,"recurrent diarrhea (colon); diarrhea; recurrent diarrhea",Clinical symptom presentation manifesting as recurrent diarrhea localized in the colon.
SYM_00610,Recurrent Constipation (Colon),Recurrent Constipation of Colon,Gastrointestinal & Digestive,Gastrointestinal,5,Moderate,"recurrent constipation (colon); constipation; recurrent constipation",Clinical symptom presentation manifesting as recurrent constipation localized in the colon.
SYM_00611,Recurrent Flatulence (Colon),Recurrent Flatulence of Colon,Gastrointestinal & Digestive,Gastrointestinal,3,Low,"recurrent flatulence (colon); flatulence; recurrent flatulence",Clinical symptom presentation manifesting as recurrent flatulence localized in the colon.
SYM_00612,Recurrent Indigestion (Colon),Recurrent Indigestion of Colon,Gastrointestinal & Digestive,Gastrointestinal,1,Low,"recurrent indigestion (colon); indigestion; recurrent indigestion",Clinical symptom presentation manifesting as recurrent indigestion localized in the colon.
SYM_00613,Recurrent Tenesmus (Colon),Recurrent Tenesmus of Colon,Gastrointestinal & Digestive,Gastrointestinal,8,Critical,"recurrent tenesmus (colon); tenesmus; recurrent tenesmus",Clinical symptom presentation manifesting as recurrent tenesmus localized in the colon.
SYM_00614,Recurrent Bowel Urgency (Colon),Recurrent Bowel Urgency of Colon,Gastrointestinal & Digestive,Gastrointestinal,6,High,"recurrent bowel urgency (colon); bowel urgency; recurrent bowel urgency",Clinical symptom presentation manifesting as recurrent bowel urgency localized in the colon.
SYM_00615,Recurrent Jaundice Hue (Colon),Recurrent Jaundice Hue of Colon,Gastrointestinal & Digestive,Gastrointestinal,4,Moderate,"recurrent jaundice hue (colon); jaundice hue; recurrent jaundice hue",Clinical symptom presentation manifesting as recurrent jaundice hue localized in the colon.
SYM_00616,Recurrent Fullness (Colon),Recurrent Fullness of Colon,Gastrointestinal & Digestive,Gastrointestinal,2,Low,"recurrent fullness (colon); fullness; recurrent fullness",Clinical symptom presentation manifesting as recurrent fullness localized in the colon.
SYM_00617,Recurrent Acid Reflux (Rectum),Recurrent Acid Reflux of Rectum,Gastrointestinal & Digestive,Gastrointestinal,9,Critical,"recurrent acid reflux (rectum); acid reflux; recurrent acid reflux",Clinical symptom presentation manifesting as recurrent acid reflux localized in the rectum.
SYM_00618,Recurrent Epigastric Pain (Rectum),Recurrent Epigastric Pain of Rectum,Gastrointestinal & Digestive,Gastrointestinal,7,High,"recurrent epigastric pain (rectum); epigastric pain; recurrent epigastric pain",Clinical symptom presentation manifesting as recurrent epigastric pain localized in the rectum.
SYM_00619,Recurrent Cramping (Rectum),Recurrent Cramping of Rectum,Gastrointestinal & Digestive,Gastrointestinal,5,Moderate,"recurrent cramping (rectum); cramping; recurrent cramping",Clinical symptom presentation manifesting as recurrent cramping localized in the rectum.
SYM_00620,Recurrent Bloating (Rectum),Recurrent Bloating of Rectum,Gastrointestinal & Digestive,Gastrointestinal,3,Low,"recurrent bloating (rectum); bloating; recurrent bloating",Clinical symptom presentation manifesting as recurrent bloating localized in the rectum.
SYM_00621,Recurrent Nausea (Rectum),Recurrent Nausea of Rectum,Gastrointestinal & Digestive,Gastrointestinal,1,Low,"recurrent nausea (rectum); nausea; recurrent nausea",Clinical symptom presentation manifesting as recurrent nausea localized in the rectum.
SYM_00622,Recurrent Emesis (Rectum),Recurrent Emesis of Rectum,Gastrointestinal & Digestive,Gastrointestinal,8,Critical,"recurrent emesis (rectum); emesis; recurrent emesis",Clinical symptom presentation manifesting as recurrent emesis localized in the rectum.
SYM_00623,Recurrent Diarrhea (Rectum),Recurrent Diarrhea of Rectum,Gastrointestinal & Digestive,Gastrointestinal,6,High,"recurrent diarrhea (rectum); diarrhea; recurrent diarrhea",Clinical symptom presentation manifesting as recurrent diarrhea localized in the rectum.
SYM_00624,Recurrent Constipation (Rectum),Recurrent Constipation of Rectum,Gastrointestinal & Digestive,Gastrointestinal,4,Moderate,"recurrent constipation (rectum); constipation; recurrent constipation",Clinical symptom presentation manifesting as recurrent constipation localized in the rectum.
SYM_00625,Recurrent Flatulence (Rectum),Recurrent Flatulence of Rectum,Gastrointestinal & Digestive,Gastrointestinal,2,Low,"recurrent flatulence (rectum); flatulence; recurrent flatulence",Clinical symptom presentation manifesting as recurrent flatulence localized in the rectum.
SYM_00626,Recurrent Indigestion (Rectum),Recurrent Indigestion of Rectum,Gastrointestinal & Digestive,Gastrointestinal,9,Critical,"recurrent indigestion (rectum); indigestion; recurrent indigestion",Clinical symptom presentation manifesting as recurrent indigestion localized in the rectum.
SYM_00627,Recurrent Tenesmus (Rectum),Recurrent Tenesmus of Rectum,Gastrointestinal & Digestive,Gastrointestinal,7,High,"recurrent tenesmus (rectum); tenesmus; recurrent tenesmus",Clinical symptom presentation manifesting as recurrent tenesmus localized in the rectum.
SYM_00628,Recurrent Bowel Urgency (Rectum),Recurrent Bowel Urgency of Rectum,Gastrointestinal & Digestive,Gastrointestinal,5,Moderate,"recurrent bowel urgency (rectum); bowel urgency; recurrent bowel urgency",Clinical symptom presentation manifesting as recurrent bowel urgency localized in the rectum.
SYM_00629,Recurrent Jaundice Hue (Rectum),Recurrent Jaundice Hue of Rectum,Gastrointestinal & Digestive,Gastrointestinal,3,Low,"recurrent jaundice hue (rectum); jaundice hue; recurrent jaundice hue",Clinical symptom presentation manifesting as recurrent jaundice hue localized in the rectum.
SYM_00630,Recurrent Fullness (Rectum),Recurrent Fullness of Rectum,Gastrointestinal & Digestive,Gastrointestinal,1,Low,"recurrent fullness (rectum); fullness; recurrent fullness",Clinical symptom presentation manifesting as recurrent fullness localized in the rectum.
SYM_00631,Recurrent Acid Reflux (Hepatic Lobes),Recurrent Acid Reflux of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,8,Critical,"recurrent acid reflux (hepatic lobes); acid reflux; recurrent acid reflux",Clinical symptom presentation manifesting as recurrent acid reflux localized in the hepatic lobes.
SYM_00632,Recurrent Epigastric Pain (Hepatic Lobes),Recurrent Epigastric Pain of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,6,High,"recurrent epigastric pain (hepatic lobes); epigastric pain; recurrent epigastric pain",Clinical symptom presentation manifesting as recurrent epigastric pain localized in the hepatic lobes.
SYM_00633,Recurrent Cramping (Hepatic Lobes),Recurrent Cramping of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,4,Moderate,"recurrent cramping (hepatic lobes); cramping; recurrent cramping",Clinical symptom presentation manifesting as recurrent cramping localized in the hepatic lobes.
SYM_00634,Recurrent Bloating (Hepatic Lobes),Recurrent Bloating of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,2,Low,"recurrent bloating (hepatic lobes); bloating; recurrent bloating",Clinical symptom presentation manifesting as recurrent bloating localized in the hepatic lobes.
SYM_00635,Recurrent Nausea (Hepatic Lobes),Recurrent Nausea of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,9,Critical,"recurrent nausea (hepatic lobes); nausea; recurrent nausea",Clinical symptom presentation manifesting as recurrent nausea localized in the hepatic lobes.
SYM_00636,Recurrent Emesis (Hepatic Lobes),Recurrent Emesis of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,7,High,"recurrent emesis (hepatic lobes); emesis; recurrent emesis",Clinical symptom presentation manifesting as recurrent emesis localized in the hepatic lobes.
SYM_00637,Recurrent Diarrhea (Hepatic Lobes),Recurrent Diarrhea of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,5,Moderate,"recurrent diarrhea (hepatic lobes); diarrhea; recurrent diarrhea",Clinical symptom presentation manifesting as recurrent diarrhea localized in the hepatic lobes.
SYM_00638,Recurrent Constipation (Hepatic Lobes),Recurrent Constipation of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,3,Low,"recurrent constipation (hepatic lobes); constipation; recurrent constipation",Clinical symptom presentation manifesting as recurrent constipation localized in the hepatic lobes.
SYM_00639,Recurrent Flatulence (Hepatic Lobes),Recurrent Flatulence of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,1,Low,"recurrent flatulence (hepatic lobes); flatulence; recurrent flatulence",Clinical symptom presentation manifesting as recurrent flatulence localized in the hepatic lobes.
SYM_00640,Recurrent Indigestion (Hepatic Lobes),Recurrent Indigestion of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,8,Critical,"recurrent indigestion (hepatic lobes); indigestion; recurrent indigestion",Clinical symptom presentation manifesting as recurrent indigestion localized in the hepatic lobes.
SYM_00641,Recurrent Tenesmus (Hepatic Lobes),Recurrent Tenesmus of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,6,High,"recurrent tenesmus (hepatic lobes); tenesmus; recurrent tenesmus",Clinical symptom presentation manifesting as recurrent tenesmus localized in the hepatic lobes.
SYM_00642,Recurrent Bowel Urgency (Hepatic Lobes),Recurrent Bowel Urgency of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,4,Moderate,"recurrent bowel urgency (hepatic lobes); bowel urgency; recurrent bowel urgency",Clinical symptom presentation manifesting as recurrent bowel urgency localized in the hepatic lobes.
SYM_00643,Recurrent Jaundice Hue (Hepatic Lobes),Recurrent Jaundice Hue of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,2,Low,"recurrent jaundice hue (hepatic lobes); jaundice hue; recurrent jaundice hue",Clinical symptom presentation manifesting as recurrent jaundice hue localized in the hepatic lobes.
SYM_00644,Recurrent Fullness (Hepatic Lobes),Recurrent Fullness of Hepatic Lobes,Gastrointestinal & Digestive,Gastrointestinal,9,Critical,"recurrent fullness (hepatic lobes); fullness; recurrent fullness",Clinical symptom presentation manifesting as recurrent fullness localized in the hepatic lobes.
SYM_00645,Recurrent Acid Reflux (Gallbladder),Recurrent Acid Reflux of Gallbladder,Gastrointestinal & Digestive,Gastrointestinal,7,High,"recurrent acid reflux (gallbladder); acid reflux; recurrent acid reflux",Clinical symptom presentation manifesting as recurrent acid reflux localized in the gallbladder.
SYM_00646,Recurrent Epigastric Pain (Gallbladder),Recurrent Epigastric Pain of Gallbladder,Gastrointestinal & Digestive,Gastrointestinal,5,Moderate,"recurrent epigastric pain (gallbladder); epigastric pain; recurrent epigastric pain",Clinical symptom presentation manifesting as recurrent epigastric pain localized in the gallbladder.
SYM_00647,Recurrent Cramping (Gallbladder),Recurrent Cramping of Gallbladder,Gastrointestinal & Digestive,Gastrointestinal,3,Low,"recurrent cramping (gallbladder); cramping; recurrent cramping",Clinical symptom presentation manifesting as recurrent cramping localized in the gallbladder.
SYM_00648,Recurrent Bloating (Gallbladder),Recurrent Bloating of Gallbladder,Gastrointestinal & Digestive,Gastrointestinal,1,Low,"recurrent bloating (gallbladder); bloating; recurrent bloating",Clinical symptom presentation manifesting as recurrent bloating localized in the gallbladder.
SYM_00649,Recurrent Nausea (Gallbladder),Recurrent Nausea of Gallbladder,Gastrointestinal & Digestive,Gastrointestinal,8,Critical,"recurrent nausea (gallbladder); nausea; recurrent nausea",Clinical symptom presentation manifesting as recurrent nausea localized in the gallbladder.
SYM_00650,Recurrent Emesis (Gallbladder),Recurrent Emesis of Gallbladder,Gastrointestinal & Digestive,Gastrointestinal,6,High,"recurrent emesis (gallbladder); emesis; recurrent emesis",Clinical symptom presentation manifesting as recurrent emesis localized in the gallbladder.
SYM_00651,Recurrent Diarrhea (Gallbladder),Recurrent Diarrhea of Gallbladder,Gastrointestinal & Digestive,Gastrointestinal,4,Moderate,"recurrent diarrhea (gallbladder); diarrhea; recurrent diarrhea",Clinical symptom presentation manifesting as recurrent diarrhea localized in the gallbladder.
SYM_00652,Recurrent Constipation (Gallbladder),Recurrent Constipation of Gallbladder,Gastrointestinal & Digestive,Gastrointestinal,2,Low,"recurrent constipation (gallbladder); constipation; recurrent constipation",Clinical symptom presentation manifesting as recurrent constipation localized in the gallbladder.
SYM_00653,Recurrent Flatulence (Gallbladder),Recurrent Flatulence of Gallbladder,Gastrointestinal & Digestive,Gastrointestinal,9,Critical,"recurrent flatulence (gallbladder); flatulence; recurrent flatulence",Clinical symptom presentation manifesting as recurrent flatulence localized in the gallbladder.
SYM_00654,Recurrent Indigestion (Gallbladder),Recurrent Indigestion of Gallbladder,Gastrointestinal & Digestive,Gastrointestinal,7,High,"recurrent indigestion (gallbladder); indigestion; recurrent indigestion",Clinical symptom presentation manifesting as recurrent indigestion localized in the gallbladder.
SYM_00655,Recurrent Tenesmus (Gallbladder),Recurrent Tenesmus of Gallbladder,Gastrointestinal & Digestive,Gastrointestinal,5,Moderate,"recurrent tenesmus (gallbladder); tenesmus; recurrent tenesmus",Clinical symptom presentation manifesting as recurrent tenesmus localized in the gallbladder.
SYM_00656,Recurrent Bowel Urgency (Gallbladder),Recurrent Bowel Urgency of Gallbladder,Gastrointestinal & Digestive,Gastrointestinal,3,Low,"recurrent bowel urgency (gallbladder); bowel urgency; recurrent bowel urgency",Clinical symptom presentation manifesting as recurrent bowel urgency localized in the gallbladder.
SYM_00657,Recurrent Jaundice Hue (Gallbladder),Recurrent Jaundice Hue of Gallbladder,Gastrointestinal & Digestive,Gastrointestinal,1,Low,"recurrent jaundice hue (gallbladder); jaundice hue; recurrent jaundice hue",Clinical symptom presentation manifesting as recurrent jaundice hue localized in the gallbladder.
