disease_id,disease_name,icd10_code,category,risk_level,severity,prevalence_rate,common_symptoms,key_diagnostic_markers,prevention_guidelines,diet_recommendations,exercise_recommendations,urgent_warning_signs
DIS_00174,Herpes Simplex Virus Type 2,S94.3,Infectious Diseases & Virology,Moderate,Moderate,"35 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Herpes Simplex Virus Type 2.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00175,Human Immunodeficiency Virus (HIV/AIDS),T95.4,Infectious Diseases & Virology,High,Severe,"38 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Human Immunodeficiency Virus (HIV/AIDS).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00176,Hepatitis A Infection,U96.5,Infectious Diseases & Virology,Moderate,Moderate,"41 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Hepatitis A Infection.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00177,Hepatitis C Infection,V97.6,Infectious Diseases & Virology,Low,Mild,"44 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Hepatitis C Infection.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00178,Hepatitis E Infection,W98.7,Infectious Diseases & Virology,Critical,Severe,"47 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Hepatitis E Infection.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00179,Rabies Encephalitis,X99.8,Infectious Diseases & Virology,Low,Mild,"5 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Rabies Encephalitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00180,Lyme Disease (Borreliosis),Y10.0,Infectious Diseases & Virology,Moderate,Moderate,"8 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Lyme Disease (Borreliosis).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00181,Rocky Mountain Spotted Fever,Z11.1,Infectious Diseases & Virology,High,Severe,"11 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Rocky Mountain Spotted Fever.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00182,Zika Virus Fever,A12.2,Infectious Diseases & Virology,Moderate,Moderate,"14 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Zika Virus Fever.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00183,Chikungunya Arthritic Fever,B13.3,Infectious Diseases & Virology,Low,Mild,"17 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Chikungunya Arthritic Fever.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00184,Yellow Fever,C14.4,Infectious Diseases & Virology,Critical,Severe,"20 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Yellow Fever.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00185,West Nile Neuroinvasive Disease,D15.5,Infectious Diseases & Virology,Low,Mild,"23 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for West Nile Neuroinvasive Disease.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00186,Tuberculosis (Pulmonary Cavitary),E16.6,Infectious Diseases & Virology,Moderate,Moderate,"26 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Tuberculosis (Pulmonary Cavitary).","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00187,Extrapulmonary Tuberculosis,F17.7,Infectious Diseases & Virology,High,Severe,"29 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Extrapulmonary Tuberculosis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00188,Meningococcal Meningitis,G18.8,Infectious Diseases & Virology,Moderate,Moderate,"32 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Meningococcal Meningitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00189,Pneumococcal Meningitis,H19.0,Infectious Diseases & Virology,Low,Mild,"35 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Pneumococcal Meningitis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00190,Listeria Monocytogenes Infection,I20.1,Infectious Diseases & Virology,Critical,Severe,"38 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Listeria Monocytogenes Infection.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
DIS_00191,Salmonellosis Gastroenteritis,J21.2,Infectious Diseases & Virology,Low,Mild,"41 per 100,000 individuals","Generalized Malaise; Chronic Fatigue; Low Grade Fever; Loss of Appetite","Serum biomarkers, specialty diagnostics for Infectious Diseases, radiographic validation","Regular clinical checkups, active lifestyle, avoiding environmental toxins and risk factors for Salmonellosis Gastroenteritis.","Balanced nutrient-dense meals, anti-inflammatory food groups, adequate hydration (2.5L water daily).","Low-impact structured activity (walking, swimming, light stretching) 150 minutes per week.","Acute shortness of breath, sudden unremitting pain, syncope, or altered mental status."
