disease_id,disease_name,symptom_id,symptom_name,association_weight,is_primary_symptom
DIS_00388,Noise-Induced Hearing Loss,SYM_00002,Low Grade Fever,0.71,0
DIS_00388,Noise-Induced Hearing Loss,SYM_00009,Loss of Appetite,0.59,0
DIS_00389,Presbycusis,SYM_00010,Generalized Malaise,0.95,1
DIS_00389,Presbycusis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00389,Presbycusis,SYM_00002,Low Grade Fever,0.71,0
DIS_00389,Presbycusis,SYM_00009,Loss of Appetite,0.59,0
DIS_00390,Acute Viral Pharyngitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00390,Acute Viral Pharyngitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00390,Acute Viral Pharyngitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00390,Acute Viral Pharyngitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00391,Streptococcal Pharyngitis (Strep Throat),SYM_00010,Generalized Malaise,0.95,1
DIS_00391,Streptococcal Pharyngitis (Strep Throat),SYM_00005,Chronic Fatigue,0.83,0
DIS_00391,Streptococcal Pharyngitis (Strep Throat),SYM_00002,Low Grade Fever,0.71,0
DIS_00391,Streptococcal Pharyngitis (Strep Throat),SYM_00009,Loss of Appetite,0.59,0
DIS_00392,Peritonsillar Abscess (Quinsy),SYM_00010,Generalized Malaise,0.95,1
DIS_00392,Peritonsillar Abscess (Quinsy),SYM_00005,Chronic Fatigue,0.83,0
DIS_00392,Peritonsillar Abscess (Quinsy),SYM_00002,Low Grade Fever,0.71,0
DIS_00392,Peritonsillar Abscess (Quinsy),SYM_00009,Loss of Appetite,0.59,0
DIS_00393,Infectious Mononucleosis Tonsillitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00393,Infectious Mononucleosis Tonsillitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00393,Infectious Mononucleosis Tonsillitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00393,Infectious Mononucleosis Tonsillitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00394,Acute Laryngitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00394,Acute Laryngitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00394,Acute Laryngitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00394,Acute Laryngitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00395,Vocal Cord Nodules (Singer's Nodes),SYM_00010,Generalized Malaise,0.95,1
DIS_00395,Vocal Cord Nodules (Singer's Nodes),SYM_00005,Chronic Fatigue,0.83,0
DIS_00395,Vocal Cord Nodules (Singer's Nodes),SYM_00002,Low Grade Fever,0.71,0
DIS_00395,Vocal Cord Nodules (Singer's Nodes),SYM_00009,Loss of Appetite,0.59,0
DIS_00396,Vocal Cord Polyp,SYM_00010,Generalized Malaise,0.95,1
DIS_00396,Vocal Cord Polyp,SYM_00005,Chronic Fatigue,0.83,0
DIS_00396,Vocal Cord Polyp,SYM_00002,Low Grade Fever,0.71,0
DIS_00396,Vocal Cord Polyp,SYM_00009,Loss of Appetite,0.59,0
DIS_00397,Laryngeal Carcinoma (Early),SYM_00010,Generalized Malaise,0.95,1
DIS_00397,Laryngeal Carcinoma (Early),SYM_00005,Chronic Fatigue,0.83,0
DIS_00397,Laryngeal Carcinoma (Early),SYM_00002,Low Grade Fever,0.71,0
DIS_00397,Laryngeal Carcinoma (Early),SYM_00009,Loss of Appetite,0.59,0
DIS_00398,Submandibular Sialadenitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00398,Submandibular Sialadenitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00398,Submandibular Sialadenitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00398,Submandibular Sialadenitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00399,Parotid Sialolithiasis (Salivary Stone),SYM_00010,Generalized Malaise,0.95,1
DIS_00399,Parotid Sialolithiasis (Salivary Stone),SYM_00005,Chronic Fatigue,0.83,0
DIS_00399,Parotid Sialolithiasis (Salivary Stone),SYM_00002,Low Grade Fever,0.71,0
DIS_00399,Parotid Sialolithiasis (Salivary Stone),SYM_00009,Loss of Appetite,0.59,0
DIS_00400,Juvenile Nasopharyngeal Angiofibroma,SYM_00010,Generalized Malaise,0.95,1
DIS_00400,Juvenile Nasopharyngeal Angiofibroma,SYM_00005,Chronic Fatigue,0.83,0
DIS_00400,Juvenile Nasopharyngeal Angiofibroma,SYM_00002,Low Grade Fever,0.71,0
DIS_00400,Juvenile Nasopharyngeal Angiofibroma,SYM_00009,Loss of Appetite,0.59,0
DIS_00401,Deviated Nasal Septum with Obstruction,SYM_00010,Generalized Malaise,0.95,1
DIS_00401,Deviated Nasal Septum with Obstruction,SYM_00005,Chronic Fatigue,0.83,0
DIS_00401,Deviated Nasal Septum with Obstruction,SYM_00002,Low Grade Fever,0.71,0
DIS_00401,Deviated Nasal Septum with Obstruction,SYM_00009,Loss of Appetite,0.59,0
DIS_00402,Labyrinthitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00402,Labyrinthitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00402,Labyrinthitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00402,Labyrinthitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00403,Eustachian Tube Dysfunction,SYM_00010,Generalized Malaise,0.95,1
DIS_00403,Eustachian Tube Dysfunction,SYM_00005,Chronic Fatigue,0.83,0
DIS_00403,Eustachian Tube Dysfunction,SYM_00002,Low Grade Fever,0.71,0
DIS_00403,Eustachian Tube Dysfunction,SYM_00009,Loss of Appetite,0.59,0
DIS_00404,Epiglottitis (Acute),SYM_00010,Generalized Malaise,0.95,1
DIS_00404,Epiglottitis (Acute),SYM_00005,Chronic Fatigue,0.83,0
DIS_00404,Epiglottitis (Acute),SYM_00002,Low Grade Fever,0.71,0
DIS_00404,Epiglottitis (Acute),SYM_00009,Loss of Appetite,0.59,0
DIS_00405,Ludwig Angina,SYM_00010,Generalized Malaise,0.95,1
DIS_00405,Ludwig Angina,SYM_00005,Chronic Fatigue,0.83,0
DIS_00405,Ludwig Angina,SYM_00002,Low Grade Fever,0.71,0
DIS_00405,Ludwig Angina,SYM_00009,Loss of Appetite,0.59,0
DIS_00406,Lumbar Herniated Intervertebral Disc,SYM_00010,Generalized Malaise,0.95,1
DIS_00406,Lumbar Herniated Intervertebral Disc,SYM_00005,Chronic Fatigue,0.83,0
DIS_00406,Lumbar Herniated Intervertebral Disc,SYM_00002,Low Grade Fever,0.71,0
DIS_00406,Lumbar Herniated Intervertebral Disc,SYM_00009,Loss of Appetite,0.59,0
DIS_00407,Cervical Spondylotic Myelopathy,SYM_00010,Generalized Malaise,0.95,1
DIS_00407,Cervical Spondylotic Myelopathy,SYM_00005,Chronic Fatigue,0.83,0
DIS_00407,Cervical Spondylotic Myelopathy,SYM_00002,Low Grade Fever,0.71,0
DIS_00407,Cervical Spondylotic Myelopathy,SYM_00009,Loss of Appetite,0.59,0
DIS_00408,Lumbar Spinal Stenosis,SYM_00010,Generalized Malaise,0.95,1
DIS_00408,Lumbar Spinal Stenosis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00408,Lumbar Spinal Stenosis,SYM_00002,Low Grade Fever,0.71,0
DIS_00408,Lumbar Spinal Stenosis,SYM_00009,Loss of Appetite,0.59,0
DIS_00409,Spondylolisthesis (Isthmic),SYM_00010,Generalized Malaise,0.95,1
DIS_00409,Spondylolisthesis (Isthmic),SYM_00005,Chronic Fatigue,0.83,0
DIS_00409,Spondylolisthesis (Isthmic),SYM_00002,Low Grade Fever,0.71,0
DIS_00409,Spondylolisthesis (Isthmic),SYM_00009,Loss of Appetite,0.59,0
DIS_00410,Rotator Cuff Tear (Supraspinatus),SYM_00010,Generalized Malaise,0.95,1
DIS_00410,Rotator Cuff Tear (Supraspinatus),SYM_00005,Chronic Fatigue,0.83,0
DIS_00410,Rotator Cuff Tear (Supraspinatus),SYM_00002,Low Grade Fever,0.71,0
DIS_00410,Rotator Cuff Tear (Supraspinatus),SYM_00009,Loss of Appetite,0.59,0
DIS_00411,Adhesive Capsulitis (Frozen Shoulder),SYM_00010,Generalized Malaise,0.95,1
DIS_00411,Adhesive Capsulitis (Frozen Shoulder),SYM_00005,Chronic Fatigue,0.83,0
DIS_00411,Adhesive Capsulitis (Frozen Shoulder),SYM_00002,Low Grade Fever,0.71,0
DIS_00411,Adhesive Capsulitis (Frozen Shoulder),SYM_00009,Loss of Appetite,0.59,0
DIS_00412,Subacromial Impingement Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00412,Subacromial Impingement Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00412,Subacromial Impingement Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00412,Subacromial Impingement Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00413,Biceps Tendonitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00413,Biceps Tendonitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00413,Biceps Tendonitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00413,Biceps Tendonitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00414,Lateral Epicondylitis (Tennis Elbow),SYM_00010,Generalized Malaise,0.95,1
DIS_00414,Lateral Epicondylitis (Tennis Elbow),SYM_00005,Chronic Fatigue,0.83,0
DIS_00414,Lateral Epicondylitis (Tennis Elbow),SYM_00002,Low Grade Fever,0.71,0
DIS_00414,Lateral Epicondylitis (Tennis Elbow),SYM_00009,Loss of Appetite,0.59,0
DIS_00415,Medial Epicondylitis (Golfer's Elbow),SYM_00010,Generalized Malaise,0.95,1
DIS_00415,Medial Epicondylitis (Golfer's Elbow),SYM_00005,Chronic Fatigue,0.83,0
DIS_00415,Medial Epicondylitis (Golfer's Elbow),SYM_00002,Low Grade Fever,0.71,0
DIS_00415,Medial Epicondylitis (Golfer's Elbow),SYM_00009,Loss of Appetite,0.59,0
DIS_00416,Osgood-Schlatter Disease,SYM_00010,Generalized Malaise,0.95,1
DIS_00416,Osgood-Schlatter Disease,SYM_00005,Chronic Fatigue,0.83,0
DIS_00416,Osgood-Schlatter Disease,SYM_00002,Low Grade Fever,0.71,0
DIS_00416,Osgood-Schlatter Disease,SYM_00009,Loss of Appetite,0.59,0
DIS_00417,Patellofemoral Pain Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00417,Patellofemoral Pain Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00417,Patellofemoral Pain Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00417,Patellofemoral Pain Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00418,Meniscal Tear (Medial / Lateral),SYM_00010,Generalized Malaise,0.95,1
DIS_00418,Meniscal Tear (Medial / Lateral),SYM_00005,Chronic Fatigue,0.83,0
DIS_00418,Meniscal Tear (Medial / Lateral),SYM_00002,Low Grade Fever,0.71,0
DIS_00418,Meniscal Tear (Medial / Lateral),SYM_00009,Loss of Appetite,0.59,0
DIS_00419,Anterior Cruciate Ligament (ACL) Tear,SYM_00010,Generalized Malaise,0.95,1
DIS_00419,Anterior Cruciate Ligament (ACL) Tear,SYM_00005,Chronic Fatigue,0.83,0
DIS_00419,Anterior Cruciate Ligament (ACL) Tear,SYM_00002,Low Grade Fever,0.71,0
DIS_00419,Anterior Cruciate Ligament (ACL) Tear,SYM_00009,Loss of Appetite,0.59,0
DIS_00420,Plantar Fasciitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00420,Plantar Fasciitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00420,Plantar Fasciitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00420,Plantar Fasciitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00421,Achilles Tendinopathy,SYM_00010,Generalized Malaise,0.95,1
DIS_00421,Achilles Tendinopathy,SYM_00005,Chronic Fatigue,0.83,0
DIS_00421,Achilles Tendinopathy,SYM_00002,Low Grade Fever,0.71,0
DIS_00421,Achilles Tendinopathy,SYM_00009,Loss of Appetite,0.59,0
DIS_00422,De Quervain Tenosynovitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00422,De Quervain Tenosynovitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00422,De Quervain Tenosynovitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00422,De Quervain Tenosynovitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00423,Dupuytren Contracture,SYM_00010,Generalized Malaise,0.95,1
DIS_00423,Dupuytren Contracture,SYM_00005,Chronic Fatigue,0.83,0
DIS_00423,Dupuytren Contracture,SYM_00002,Low Grade Fever,0.71,0
DIS_00423,Dupuytren Contracture,SYM_00009,Loss of Appetite,0.59,0
DIS_00424,Trigger Finger (Stenosing),SYM_00010,Generalized Malaise,0.95,1
DIS_00424,Trigger Finger (Stenosing),SYM_00005,Chronic Fatigue,0.83,0
DIS_00424,Trigger Finger (Stenosing),SYM_00002,Low Grade Fever,0.71,0
DIS_00424,Trigger Finger (Stenosing),SYM_00009,Loss of Appetite,0.59,0
DIS_00425,Trochanteric Bursitis (Greater Trochanter),SYM_00010,Generalized Malaise,0.95,1
DIS_00425,Trochanteric Bursitis (Greater Trochanter),SYM_00005,Chronic Fatigue,0.83,0
DIS_00425,Trochanteric Bursitis (Greater Trochanter),SYM_00002,Low Grade Fever,0.71,0
DIS_00425,Trochanteric Bursitis (Greater Trochanter),SYM_00009,Loss of Appetite,0.59,0
DIS_00426,Morton Neuroma,SYM_00010,Generalized Malaise,0.95,1
DIS_00426,Morton Neuroma,SYM_00005,Chronic Fatigue,0.83,0
DIS_00426,Morton Neuroma,SYM_00002,Low Grade Fever,0.71,0
DIS_00426,Morton Neuroma,SYM_00009,Loss of Appetite,0.59,0
DIS_00427,Hallux Valgus (Bunion),SYM_00010,Generalized Malaise,0.95,1
DIS_00427,Hallux Valgus (Bunion),SYM_00005,Chronic Fatigue,0.83,0
DIS_00427,Hallux Valgus (Bunion),SYM_00002,Low Grade Fever,0.71,0
DIS_00427,Hallux Valgus (Bunion),SYM_00009,Loss of Appetite,0.59,0
DIS_00428,Scoliosis (Adolescent Idiopathic),SYM_00010,Generalized Malaise,0.95,1
DIS_00428,Scoliosis (Adolescent Idiopathic),SYM_00005,Chronic Fatigue,0.83,0
DIS_00428,Scoliosis (Adolescent Idiopathic),SYM_00002,Low Grade Fever,0.71,0
DIS_00428,Scoliosis (Adolescent Idiopathic),SYM_00009,Loss of Appetite,0.59,0
DIS_00429,Kyphosis (Scheuermann Disease),SYM_00010,Generalized Malaise,0.95,1
DIS_00429,Kyphosis (Scheuermann Disease),SYM_00005,Chronic Fatigue,0.83,0
DIS_00429,Kyphosis (Scheuermann Disease),SYM_00002,Low Grade Fever,0.71,0
DIS_00429,Kyphosis (Scheuermann Disease),SYM_00009,Loss of Appetite,0.59,0
DIS_00430,Avascular Necrosis of Femoral Head,SYM_00010,Generalized Malaise,0.95,1
DIS_00430,Avascular Necrosis of Femoral Head,SYM_00005,Chronic Fatigue,0.83,0
DIS_00430,Avascular Necrosis of Femoral Head,SYM_00002,Low Grade Fever,0.71,0
DIS_00430,Avascular Necrosis of Femoral Head,SYM_00009,Loss of Appetite,0.59,0
DIS_00431,Stress Fracture (Tibial/Metatarsal),SYM_00010,Generalized Malaise,0.95,1
DIS_00431,Stress Fracture (Tibial/Metatarsal),SYM_00005,Chronic Fatigue,0.83,0
DIS_00431,Stress Fracture (Tibial/Metatarsal),SYM_00002,Low Grade Fever,0.71,0
DIS_00431,Stress Fracture (Tibial/Metatarsal),SYM_00009,Loss of Appetite,0.59,0
DIS_00432,Compartment Syndrome (Chronic Exertional),SYM_00010,Generalized Malaise,0.95,1
DIS_00432,Compartment Syndrome (Chronic Exertional),SYM_00005,Chronic Fatigue,0.83,0
DIS_00432,Compartment Syndrome (Chronic Exertional),SYM_00002,Low Grade Fever,0.71,0
DIS_00432,Compartment Syndrome (Chronic Exertional),SYM_00009,Loss of Appetite,0.59,0
DIS_00433,Iliotibial Band Friction Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00433,Iliotibial Band Friction Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00433,Iliotibial Band Friction Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00433,Iliotibial Band Friction Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00434,Piriformis Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00434,Piriformis Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00434,Piriformis Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00434,Piriformis Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00435,Thoracic Outlet Syndrome,SYM_00010,Generalized Malaise,0.95,1
DIS_00435,Thoracic Outlet Syndrome,SYM_00005,Chronic Fatigue,0.83,0
DIS_00435,Thoracic Outlet Syndrome,SYM_00002,Low Grade Fever,0.71,0
DIS_00435,Thoracic Outlet Syndrome,SYM_00009,Loss of Appetite,0.59,0
DIS_00436,Benign Prostatic Hyperplasia (BPH),SYM_00010,Generalized Malaise,0.95,1
DIS_00436,Benign Prostatic Hyperplasia (BPH),SYM_00005,Chronic Fatigue,0.83,0
DIS_00436,Benign Prostatic Hyperplasia (BPH),SYM_00002,Low Grade Fever,0.71,0
DIS_00436,Benign Prostatic Hyperplasia (BPH),SYM_00009,Loss of Appetite,0.59,0
DIS_00437,Acute Bacterial Prostatitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00437,Acute Bacterial Prostatitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00437,Acute Bacterial Prostatitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00437,Acute Bacterial Prostatitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00438,Chronic Nonbacterial Prostatitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00438,Chronic Nonbacterial Prostatitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00438,Chronic Nonbacterial Prostatitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00438,Chronic Nonbacterial Prostatitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00439,Prostate Adenocarcinoma (Localized),SYM_00010,Generalized Malaise,0.95,1
DIS_00439,Prostate Adenocarcinoma (Localized),SYM_00005,Chronic Fatigue,0.83,0
DIS_00439,Prostate Adenocarcinoma (Localized),SYM_00002,Low Grade Fever,0.71,0
DIS_00439,Prostate Adenocarcinoma (Localized),SYM_00009,Loss of Appetite,0.59,0
DIS_00440,Urethral Stricture Disease,SYM_00010,Generalized Malaise,0.95,1
DIS_00440,Urethral Stricture Disease,SYM_00005,Chronic Fatigue,0.83,0
DIS_00440,Urethral Stricture Disease,SYM_00002,Low Grade Fever,0.71,0
DIS_00440,Urethral Stricture Disease,SYM_00009,Loss of Appetite,0.59,0
DIS_00441,Testicular Torsion (Acute Ischemic),SYM_00010,Generalized Malaise,0.95,1
DIS_00441,Testicular Torsion (Acute Ischemic),SYM_00005,Chronic Fatigue,0.83,0
DIS_00441,Testicular Torsion (Acute Ischemic),SYM_00002,Low Grade Fever,0.71,0
DIS_00441,Testicular Torsion (Acute Ischemic),SYM_00009,Loss of Appetite,0.59,0
DIS_00442,Epididymo-Orchitis (Chlamydial),SYM_00010,Generalized Malaise,0.95,1
DIS_00442,Epididymo-Orchitis (Chlamydial),SYM_00005,Chronic Fatigue,0.83,0
DIS_00442,Epididymo-Orchitis (Chlamydial),SYM_00002,Low Grade Fever,0.71,0
DIS_00442,Epididymo-Orchitis (Chlamydial),SYM_00009,Loss of Appetite,0.59,0
DIS_00443,Hydrocele of Tunica Vaginalis,SYM_00010,Generalized Malaise,0.95,1
DIS_00443,Hydrocele of Tunica Vaginalis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00443,Hydrocele of Tunica Vaginalis,SYM_00002,Low Grade Fever,0.71,0
DIS_00443,Hydrocele of Tunica Vaginalis,SYM_00009,Loss of Appetite,0.59,0
DIS_00444,Varicocele (Grade III Left-Sided),SYM_00010,Generalized Malaise,0.95,1
DIS_00444,Varicocele (Grade III Left-Sided),SYM_00005,Chronic Fatigue,0.83,0
DIS_00444,Varicocele (Grade III Left-Sided),SYM_00002,Low Grade Fever,0.71,0
DIS_00444,Varicocele (Grade III Left-Sided),SYM_00009,Loss of Appetite,0.59,0
DIS_00445,Spermatocele,SYM_00010,Generalized Malaise,0.95,1
DIS_00445,Spermatocele,SYM_00005,Chronic Fatigue,0.83,0
DIS_00445,Spermatocele,SYM_00002,Low Grade Fever,0.71,0
DIS_00445,Spermatocele,SYM_00009,Loss of Appetite,0.59,0
DIS_00446,Erectile Dysfunction (Vasculogenic),SYM_00010,Generalized Malaise,0.95,1
DIS_00446,Erectile Dysfunction (Vasculogenic),SYM_00005,Chronic Fatigue,0.83,0
DIS_00446,Erectile Dysfunction (Vasculogenic),SYM_00002,Low Grade Fever,0.71,0
DIS_00446,Erectile Dysfunction (Vasculogenic),SYM_00009,Loss of Appetite,0.59,0
DIS_00447,Peyronie Disease,SYM_00010,Generalized Malaise,0.95,1
DIS_00447,Peyronie Disease,SYM_00005,Chronic Fatigue,0.83,0
DIS_00447,Peyronie Disease,SYM_00002,Low Grade Fever,0.71,0
DIS_00447,Peyronie Disease,SYM_00009,Loss of Appetite,0.59,0
DIS_00448,Priapism (Ischemic),SYM_00010,Generalized Malaise,0.95,1
DIS_00448,Priapism (Ischemic),SYM_00005,Chronic Fatigue,0.83,0
DIS_00448,Priapism (Ischemic),SYM_00002,Low Grade Fever,0.71,0
DIS_00448,Priapism (Ischemic),SYM_00009,Loss of Appetite,0.59,0
DIS_00449,Interstitial Cystitis (Painful Bladder),SYM_00010,Generalized Malaise,0.95,1
DIS_00449,Interstitial Cystitis (Painful Bladder),SYM_00005,Chronic Fatigue,0.83,0
DIS_00449,Interstitial Cystitis (Painful Bladder),SYM_00002,Low Grade Fever,0.71,0
DIS_00449,Interstitial Cystitis (Painful Bladder),SYM_00009,Loss of Appetite,0.59,0
DIS_00450,Overactive Bladder Syndrome (OAB),SYM_00010,Generalized Malaise,0.95,1
DIS_00450,Overactive Bladder Syndrome (OAB),SYM_00005,Chronic Fatigue,0.83,0
DIS_00450,Overactive Bladder Syndrome (OAB),SYM_00002,Low Grade Fever,0.71,0
DIS_00450,Overactive Bladder Syndrome (OAB),SYM_00009,Loss of Appetite,0.59,0
DIS_00451,Stress Urinary Incontinence,SYM_00010,Generalized Malaise,0.95,1
DIS_00451,Stress Urinary Incontinence,SYM_00005,Chronic Fatigue,0.83,0
DIS_00451,Stress Urinary Incontinence,SYM_00002,Low Grade Fever,0.71,0
DIS_00451,Stress Urinary Incontinence,SYM_00009,Loss of Appetite,0.59,0
DIS_00452,Urge Incontinence,SYM_00010,Generalized Malaise,0.95,1
DIS_00452,Urge Incontinence,SYM_00005,Chronic Fatigue,0.83,0
DIS_00452,Urge Incontinence,SYM_00002,Low Grade Fever,0.71,0
DIS_00452,Urge Incontinence,SYM_00009,Loss of Appetite,0.59,0
DIS_00453,Vesicoureteral Reflux,SYM_00010,Generalized Malaise,0.95,1
DIS_00453,Vesicoureteral Reflux,SYM_00005,Chronic Fatigue,0.83,0
DIS_00453,Vesicoureteral Reflux,SYM_00002,Low Grade Fever,0.71,0
DIS_00453,Vesicoureteral Reflux,SYM_00009,Loss of Appetite,0.59,0
DIS_00454,Phimosis & Paraphimosis,SYM_00010,Generalized Malaise,0.95,1
DIS_00454,Phimosis & Paraphimosis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00454,Phimosis & Paraphimosis,SYM_00002,Low Grade Fever,0.71,0
DIS_00454,Phimosis & Paraphimosis,SYM_00009,Loss of Appetite,0.59,0
DIS_00455,Balano-Posthitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00455,Balano-Posthitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00455,Balano-Posthitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00455,Balano-Posthitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00456,Fournier Gangrene,SYM_00010,Generalized Malaise,0.95,1
DIS_00456,Fournier Gangrene,SYM_00005,Chronic Fatigue,0.83,0
DIS_00456,Fournier Gangrene,SYM_00002,Low Grade Fever,0.71,0
DIS_00456,Fournier Gangrene,SYM_00009,Loss of Appetite,0.59,0
DIS_00457,Neurogenic Bladder Dysfunction,SYM_00010,Generalized Malaise,0.95,1
DIS_00457,Neurogenic Bladder Dysfunction,SYM_00005,Chronic Fatigue,0.83,0
DIS_00457,Neurogenic Bladder Dysfunction,SYM_00002,Low Grade Fever,0.71,0
DIS_00457,Neurogenic Bladder Dysfunction,SYM_00009,Loss of Appetite,0.59,0
DIS_00458,Ureteral Calculus with Colic,SYM_00010,Generalized Malaise,0.95,1
DIS_00458,Ureteral Calculus with Colic,SYM_00005,Chronic Fatigue,0.83,0
DIS_00458,Ureteral Calculus with Colic,SYM_00002,Low Grade Fever,0.71,0
DIS_00458,Ureteral Calculus with Colic,SYM_00009,Loss of Appetite,0.59,0
DIS_00459,Bladder Diverticulum,SYM_00010,Generalized Malaise,0.95,1
DIS_00459,Bladder Diverticulum,SYM_00005,Chronic Fatigue,0.83,0
DIS_00459,Bladder Diverticulum,SYM_00002,Low Grade Fever,0.71,0
DIS_00459,Bladder Diverticulum,SYM_00009,Loss of Appetite,0.59,0
DIS_00460,Hypospadias,SYM_00010,Generalized Malaise,0.95,1
DIS_00460,Hypospadias,SYM_00005,Chronic Fatigue,0.83,0
DIS_00460,Hypospadias,SYM_00002,Low Grade Fever,0.71,0
DIS_00460,Hypospadias,SYM_00009,Loss of Appetite,0.59,0
DIS_00461,Cryptorchidism (Undescended Testis),SYM_00010,Generalized Malaise,0.95,1
DIS_00461,Cryptorchidism (Undescended Testis),SYM_00005,Chronic Fatigue,0.83,0
DIS_00461,Cryptorchidism (Undescended Testis),SYM_00002,Low Grade Fever,0.71,0
DIS_00461,Cryptorchidism (Undescended Testis),SYM_00009,Loss of Appetite,0.59,0
DIS_00462,Seminal Vesiculitis,SYM_00010,Generalized Malaise,0.95,1
DIS_00462,Seminal Vesiculitis,SYM_00005,Chronic Fatigue,0.83,0
DIS_00462,Seminal Vesiculitis,SYM_00002,Low Grade Fever,0.71,0
DIS_00462,Seminal Vesiculitis,SYM_00009,Loss of Appetite,0.59,0
DIS_00463,Retrograde Ejaculation,SYM_00010,Generalized Malaise,0.95,1
DIS_00463,Retrograde Ejaculation,SYM_00005,Chronic Fatigue,0.83,0
DIS_00463,Retrograde Ejaculation,SYM_00002,Low Grade Fever,0.71,0
DIS_00463,Retrograde Ejaculation,SYM_00009,Loss of Appetite,0.59,0
DIS_00464,Urethrocutaneous Fistula,SYM_00010,Generalized Malaise,0.95,1
DIS_00464,Urethrocutaneous Fistula,SYM_00005,Chronic Fatigue,0.83,0
DIS_00464,Urethrocutaneous Fistula,SYM_00002,Low Grade Fever,0.71,0
DIS_00464,Urethrocutaneous Fistula,SYM_00009,Loss of Appetite,0.59,0
DIS_00465,Bladder Neck Contracture,SYM_00010,Generalized Malaise,0.95,1
DIS_00465,Bladder Neck Contracture,SYM_00005,Chronic Fatigue,0.83,0
DIS_00465,Bladder Neck Contracture,SYM_00002,Low Grade Fever,0.71,0
DIS_00465,Bladder Neck Contracture,SYM_00009,Loss of Appetite,0.59,0
DIS_00466,Endometriosis (Ovarian & Peritoneal),SYM_00010,Generalized Malaise,0.95,1
DIS_00466,Endometriosis (Ovarian & Peritoneal),SYM_00005,Chronic Fatigue,0.83,0
DIS_00466,Endometriosis (Ovarian & Peritoneal),SYM_00002,Low Grade Fever,0.71,0
